Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,TTL,AVG
Dwayne Allen,TE,NE,2,1,2,1,0,0,0,0,bye,2,2,2,1,5,1,2,1,22,1.4
Luke Willson,TE,SEA,1,3,4,1,1,bye,1,1,2,0,2,0,0,1,2,2,1,22,1.4
Josh Hill,TE,NO,0,3,1,0,bye,0,0,4,0,1,1,0,2,3,2,3,2,22,1.4
Jakeem Grant,WR,MIA,bye,0,1,0,2,1,0,2,0,0,0,0,0,4,1,6,5,22,1.4
Travis Rudolph,WR,NYG,0,0,0,0,0,1,6,bye,0,-,6,2,-,-,-,2,4,21,1.8
Kaelin Clay,WR,CAR,-,0,2,2,1,0,-,0,1,1,bye,3,1,1,2,4,2,20,1.4
Niles Paul,TE,WAS,0,0,1,1,bye,0,1,0,-,-,2,5,3,1,2,2,2,20,1.4
Jordan Taylor,WR,DEN,-,-,-,0,bye,4,2,3,-,-,1,0,-,0,0,2,8,20,2.0
Daniel Brown,TE,CHI,0,0,-,-,0,0,0,1,bye,3,5,3,1,2,4,1,0,20,1.4
Adrian Peterson,RB,ARI,1,0,2,0,0,0,4,bye,4,2,1,5,-,-,-,-,-,19,1.7
Pharoh Cooper,WR,LAR,1,0,1,0,4,0,0,bye,1,2,1,2,1,2,0,0,4,19,1.2
Peyton Barber,RB,TB,bye,0,0,0,0,0,0,0,3,0,2,0,4,1,3,2,4,19,1.2
Richard Rodgers,TE,GB,0,4,0,0,1,0,0,bye,2,1,1,3,2,1,4,0,-,19,1.3
Travaris Cadet,RB,BUF,0,0,0,0,0,3,-,0,0,-,6,3,5,0,1,1,-,19,1.4
Jeff Heuerman,TE,DEN,2,1,0,0,bye,2,0,2,1,3,-,-,0,2,1,2,2,18,1.3
Kasen Williams,WR,CLE,2,-,2,2,5,6,1,0,bye,-,0,0,0,0,0,0,-,18,1.4
Wendell Smallwood,RB,PHI,1,2,2,6,-,-,2,2,0,bye,-,-,-,-,-,-,3,18,2.3
Phillip Dorsett,WR,NE,1,3,0,1,0,3,0,0,bye,2,0,1,0,0,1,1,5,18,1.1
Maxx Williams,TE,BAL,1,4,-,-,-,1,-,-,3,bye,2,1,2,0,1,3,0,18,1.6
Johnny Holton,WR,OAK,0,0,0,1,0,0,0,0,1,bye,2,2,7,4,0,0,1,18,1.1
Aaron Jones,RB,GB,-,0,0,0,1,4,5,bye,5,1,-,-,0,0,2,0,-,18,1.5
Bryce Treggs,WR,CLE,0,0,0,0,6,3,2,3,bye,3,-,1,-,-,0,0,0,18,1.4
Doug Martin,RB,TB,bye,-,-,-,3,2,3,2,0,2,3,0,-,3,-,0,0,18,1.6
Mike Davis,RB,SEA,0,0,0,0,0,bye,0,0,0,0,2,-,4,2,2,5,3,18,1.2
Mike Tolbert,RB,BUF,1,1,1,0,3,bye,1,1,3,2,-,-,-,0,-,2,2,17,1.4
Ross Travis,TE,IND,1,1,0,0,2,0,1,2,2,0,3,0,-,2,2,1,0,17,1.1
Latavius Murray,RB,MIN,0,0,0,2,2,1,0,1,bye,0,2,1,3,2,1,1,1,17,1.1
Derrick Henry,RB,TEN,0,0,1,0,0,1,3,bye,2,3,0,2,0,0,2,1,2,17,1.1
Damiere Byrd,WR,CAR,1,1,1,1,-,-,0,-,-,-,bye,-,2,5,4,2,-,17,1.9
Brandon Williams,TE,IND,0,1,1,2,3,0,2,0,2,0,bye,0,2,3,1,-,-,17,1.2
Markus Wheaton,WR,CHI,-,-,2,3,4,-,-,-,bye,0,2,1,0,0,4,0,1,17,1.5
Michael Floyd,WR,MIN,-,-,-,-,1,3,-,1,bye,0,2,1,2,2,1,1,3,17,1.5
Josh Malone,WR,CIN,-,-,-,-,-,bye,1,3,4,1,0,1,2,1,3,1,0,17,1.5
Louis Murphy,WR,SF,0,0,0,0,0,0,0,0,0,2,bye,4,6,2,0,1,2,17,1.1
Kapri Bibbs,RB,WAS,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,4,4,9,17,1.1
Chad Hansen,WR,NYJ,0,0,-,0,0,0,0,0,0,4,bye,1,3,0,3,1,4,16,1.1
De'Anthony Thomas,WR,KC,1,0,1,0,1,4,1,0,3,bye,2,0,0,0,2,0,1,16,1.0
Chris Conley,WR,KC,4,4,1,4,3,-,0,-,-,bye,-,-,-,-,-,-,-,16,2.7
Dalvin Cook,RB,MIN,5,3,5,3,-,-,0,-,bye,-,-,-,-,-,-,-,-,16,3.2
Alex Erickson,WR,CIN,0,6,0,0,1,bye,1,0,1,1,2,1,0,1,2,0,0,16,1.0
Anthony Fasano,TE,MIA,bye,0,0,0,1,0,4,2,2,0,0,0,1,1,2,0,3,16,1.0
Willie Snead,WR,NO,-,-,-,-,bye,3,-,0,0,0,2,1,2,2,3,3,0,16,1.5
Corey Clement,RB,PHI,0,0,0,0,1,0,1,1,1,bye,0,1,3,3,1,2,1,15,0.9
Kerwynn Williams,RB,ARI,1,0,0,1,0,0,4,bye,0,0,2,1,0,1,1,3,1,15,0.9
Tommylee Lewis,WR,NO,3,2,3,2,bye,-,1,0,0,0,0,1,1,2,0,0,0,15,1.0
Nick Vannett,TE,SEA,1,0,0,0,2,bye,1,1,0,2,0,4,3,1,0,0,-,15,1.0
Jonathan Stewart,RB,CAR,2,1,2,1,3,2,0,0,0,0,bye,0,1,1,1,1,-,15,1.0
C.J. Uzomah,TE,CIN,-,-,0,1,2,bye,2,0,1,0,0,0,1,1,4,1,2,15,1.1
Tre McBride,WR,CHI,-,0,0,0,1,0,0,5,bye,1,2,6,0,-,-,-,-,15,1.4
Levine Toilolo,TE,ATL,1,0,0,3,bye,0,0,3,1,1,2,0,2,1,0,0,-,14,0.9
Brandon Tate,WR,BUF,0,-,0,-,4,bye,0,1,-,0,5,0,0,0,1,3,0,14,1.1
Adam Shaheen,TE,CHI,0,0,1,0,0,0,0,1,bye,2,4,1,0,5,-,-,-,14,1.1
Leonte Carroo,WR,MIA,bye,0,2,0,0,3,1,8,0,0,-,0,0,0,0,0,-,14,1.0
Brenton Bersin,WR,CAR,-,0,0,0,0,0,0,0,0,2,bye,1,2,1,0,4,4,14,0.9
Michael Clark,WR,GB,0,0,0,0,0,0,0,bye,0,0,0,0,-,-,-,9,5,14,1.1
Isaiah McKenzie,WR,DEN,0,0,0,2,bye,2,0,1,3,0,-,-,0,-,-,2,3,13,1.1
ArDarius Stewart,WR,NYJ,5,0,1,0,0,2,0,-,0,1,bye,0,0,1,1,0,2,13,0.9
Amara Darboh,WR,SEA,1,1,1,4,0,bye,2,0,0,2,0,0,0,0,1,0,1,13,0.8
Clive Walford,TE,OAK,0,1,1,0,0,0,1,0,0,bye,2,0,4,4,-,-,-,13,1.0
Darrell Daniels,TE,IND,0,0,1,2,4,0,3,0,0,2,bye,-,-,-,-,0,1,13,1.1
Thomas Rawls,RB,SEA,-,0,0,-,3,bye,2,1,2,2,-,0,0,0,-,0,3,13,1.1
Austin Traylor,TE,DEN,0,0,0,0,bye,0,0,0,0,0,5,4,2,0,0,2,0,13,0.8
Darren Sproles,RB,PHI,8,4,0,-,-,-,0,-,-,bye,-,-,-,-,-,-,-,12,3.0
David Morgan,TE,MIN,0,1,0,1,0,0,0,3,bye,1,1,0,0,-,0,2,3,12,0.8
Branden Oliver,RB,LAC,1,0,6,1,-,-,0,0,bye,-,0,-,-,-,1,1,1,11,1.1
Eric Tomlinson,TE,NYJ,2,-,-,1,1,1,1,1,2,0,bye,0,0,0,0,0,2,11,0.8
Tyler Ervin,RB,HOU,5,5,1,0,-,-,bye,-,-,-,-,-,-,-,-,-,-,11,2.8
Tommy Bohanon,RB,JAC,1,0,3,2,0,2,1,bye,1,1,0,0,0,0,0,0,0,11,0.7
Malcolm Brown,RB,LAR,0,1,-,1,2,0,1,bye,0,-,-,-,-,0,1,0,5,11,1.0
Derek Carrier,TE,LAR,2,1,1,0,0,0,1,bye,1,-,-,0,1,0,2,0,2,11,0.8
Robert Turbin,RB,IND,1,1,2,0,2,5,-,-,-,-,bye,-,-,-,-,-,-,11,1.8
C.J. Prosise,RB,SEA,0,6,5,-,-,bye,0,-,-,0,-,-,-,-,-,-,-,11,2.2
Sammie Coates,WR,CLE,0,4,-,-,0,2,0,2,bye,2,0,-,-,0,1,0,0,11,0.9
Lee Smith,TE,OAK,0,1,0,2,0,0,0,3,0,bye,0,1,0,0,1,3,0,11,0.7
Neal Sterling,TE,NYJ,-,1,1,0,0,0,0,0,0,1,bye,0,0,0,0,0,8,11,0.7
Jacob Hollister,TE,NE,-,2,1,1,1,0,0,1,bye,0,0,0,1,0,1,2,1,11,0.7
Jacquizz Rodgers,RB,TB,bye,0,0,3,1,1,1,1,0,0,0,2,0,0,0,0,2,11,0.7
Jerell Adams,TE,NYG,0,1,0,0,1,1,0,bye,0,0,1,0,0,0,0,4,3,11,0.7
Jaydon Mickens,WR,JAC,0,0,0,0,0,0,0,bye,0,2,0,0,0,0,5,4,0,11,0.7
Patrick DiMarco,RB,BUF,1,1,0,0,0,bye,0,0,0,3,1,0,0,0,2,1,1,10,0.6
Paul Perkins,RB,NYG,3,2,2,2,-,-,-,bye,0,0,0,0,0,0,-,0,1,10,0.8
Tanner McEvoy,WR,SEA,2,2,0,0,0,bye,0,1,2,0,0,2,0,0,1,0,-,10,0.7
Michael Hoomanawanui,TE,NO,0,1,1,2,bye,3,0,0,0,1,0,0,1,1,0,-,-,10,0.7
James Develin,RB,NE,0,1,0,2,1,0,0,1,bye,2,0,0,0,1,1,0,1,10,0.6
Aaron Ripkowski,RB,GB,0,1,0,2,0,1,0,bye,1,1,1,0,1,1,0,1,0,10,0.6
Justin Hunter,WR,PIT,-,-,-,2,3,-,0,3,bye,-,0,1,0,0,-,1,0,10,1.0
Alfred Morris,RB,DAL,0,0,0,0,1,bye,1,0,0,0,0,1,1,3,2,0,0,9,0.6
David Johnson,RB,ARI,9,-,-,-,-,-,0,bye,-,-,-,-,-,-,-,-,-,9,4.5
Brittan Golden,WR,ARI,0,2,3,0,0,0,3,bye,0,0,1,-,0,0,0,-,-,9,0.7
Xavier Grimble,TE,PIT,0,0,0,0,0,-,1,0,bye,0,0,1,3,2,1,0,1,9,0.6
Noah Brown,WR,DAL,-,0,1,0,-,bye,0,0,-,0,1,0,1,2,1,2,1,9,0.7
Alfred Blue,RB,HOU,-,-,-,0,0,0,bye,0,0,0,-,2,1,-,1,0,5,9,0.8
James Hanna,TE,DAL,0,0,0,1,1,bye,0,0,1,0,2,0,0,1,1,0,2,9,0.6
Logan Thomas,TE,BUF,0,0,0,0,2,bye,1,1,3,0,-,-,2,0,0,-,-,9,0.8
Marvin Hall,WR,ATL,0,0,0,0,bye,2,0,0,-,2,1,-,2,1,0,1,-,9,0.7
Hunter Sharp,WR,NYG,0,0,0,0,0,0,1,bye,0,0,0,0,0,0,-,2,6,9,0.6
Brian Quick,WR,WAS,1,0,0,-,bye,0,0,-,3,-,-,0,-,2,0,1,1,8,0.7
LeGarrette Blount,RB,PHI,1,1,0,1,0,0,0,1,0,bye,0,0,0,2,0,1,1,8,0.5
D'Onta Foreman,RB,HOU,0,0,3,0,1,0,bye,0,1,0,3,-,-,-,-,-,-,8,0.8
CJ Ham,RB,MIN,0,0,1,0,2,0,1,0,bye,0,0,0,1,1,1,0,1,8,0.5
Chris Carson,RB,SEA,1,2,2,3,-,bye,0,-,-,-,-,-,-,-,-,-,-,8,1.6
Anthony Sherman,RB,KC,0,0,1,0,1,0,0,0,0,bye,1,1,0,0,0,0,4,8,0.5
Marcus Johnson,WR,PHI,0,-,0,1,1,1,1,0,1,bye,0,-,-,-,-,-,3,8,0.8
Kenjon Barner,RB,PHI,0,0,0,0,0,2,0,2,0,bye,1,1,1,0,0,0,1,8,0.5
Byron Marshall,RB,WAS,0,0,0,0,bye,0,0,0,0,0,0,2,6,0,-,-,-,8,0.6
Derrick Coleman,RB,ATL,1,0,0,2,bye,0,0,0,1,0,0,1,0,0,1,1,0,7,0.4
Robert Kelley,RB,WAS,1,0,-,1,bye,-,2,1,0,2,-,-,-,-,-,-,-,7,1.0
Ryan Switzer,WR,DAL,0,0,0,0,0,bye,1,1,0,0,0,0,0,0,0,0,5,7,0.4
Trevor Davis,WR,GB,0,1,0,0,0,0,0,bye,1,0,0,0,0,1,0,1,3,7,0.4
Ben Koyack,TE,JAC,0,1,0,0,0,1,1,bye,0,1,0,0,0,0,1,2,0,7,0.4
Chad Williams,WR,ARI,-,2,1,-,-,-,-,bye,-,-,-,3,1,0,0,-,-,7,1.2
Akeem Hunt,RB,KC,0,0,0,1,0,0,2,0,0,bye,0,1,1,0,0,0,2,7,0.4
Michael Roberts,TE,DET,0,0,0,1,0,0,bye,2,0,0,0,0,1,2,0,1,-,7,0.5
Jamize Olawale,RB,OAK,-,-,0,2,0,-,1,0,-,bye,2,0,2,0,0,0,0,7,0.6
Jared Abbrederis,WR,DET,-,-,0,0,3,4,bye,0,0,0,0,0,0,0,0,0,0,7,0.5
Bobby Rainey,RB,BAL,0,0,0,0,0,2,2,0,3,bye,0,0,0,0,0,0,0,7,0.4
Mike Thomas,WR,LAR,-,-,-,-,0,0,-,bye,-,-,1,0,0,1,0,1,4,7,0.8
DeAndrew White,WR,HOU,0,0,0,0,0,0,bye,0,0,0,0,0,0,6,1,-,-,7,0.5
Will Tye,TE,NYJ,3,3,0,-,0,0,0,0,0,0,bye,0,0,0,0,0,0,6,0.4
Elijhaa Penny,RB,ARI,0,0,0,0,1,0,0,bye,0,0,0,0,0,1,1,2,1,6,0.4
Eddie Lacy,RB,SEA,0,-,0,0,1,bye,1,0,1,-,0,3,0,-,0,-,-,6,0.5
Fozzy Whittaker,RB,CAR,0,0,0,3,0,0,-,-,-,-,bye,0,0,1,0,1,1,6,0.5
Chris Matthews,WR,BAL,0,0,1,2,0,3,-,-,0,bye,0,0,0,0,0,0,0,6,0.4
Alan Cross,TE,TB,bye,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,6,0.4
Tanner Gentry,WR,CHI,0,3,0,0,0,1,1,1,bye,0,0,0,0,0,0,0,0,6,0.4
Phillip Supernaw,TE,TEN,0,0,1,0,2,1,0,bye,0,0,0,0,1,1,0,0,0,6,0.4
Chris Johnson,RB,ARI,0,0,2,3,1,0,0,bye,0,0,0,0,0,0,0,0,0,6,0.4
Andy Janovich,RB,DEN,0,0,0,0,bye,1,2,1,0,0,0,0,0,0,0,2,0,6,0.4
Chris Thompson,WR,HOU,0,0,0,0,1,0,bye,0,0,0,0,0,2,0,0,0,3,6,0.4
Griff Whalen,WR,BAL,0,0,0,0,0,0,6,0,0,bye,0,0,0,0,0,0,0,6,0.4
Maurice Harris,WR,WAS,0,0,0,0,bye,0,0,0,0,3,0,2,1,-,0,-,0,6,0.4
Freddie Martino,WR,TB,bye,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,6,0.4
Cobi Hamilton,WR,HOU,0,0,0,0,0,0,bye,0,0,0,0,-,-,-,1,0,5,6,0.5
Matthew Dayes,RB,CLE,2,0,0,0,0,0,0,1,bye,0,2,0,0,0,0,0,0,5,0.3
Tyler Eifert,TE,CIN,1,4,-,-,-,bye,0,-,-,-,-,-,-,-,-,-,-,5,1.7
Jeff Janis,WR,GB,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,2,3,5,0.3
Keith Smith,RB,DAL,0,0,0,0,2,bye,0,0,0,1,0,0,0,1,1,0,0,5,0.3
Dan Vitale,RB,CLE,0,0,0,0,0,1,1,0,bye,1,0,1,0,1,0,0,0,5,0.3
Luke Stocker,TE,TEN,0,0,0,0,0,1,0,bye,2,0,-,-,0,-,1,0,1,5,0.4
Zach Line,RB,NO,0,0,0,0,bye,1,1,0,0,0,0,0,0,0,2,0,1,5,0.3
JoJo Natson,WR,NYJ,0,0,0,0,0,0,0,0,0,0,bye,1,0,0,2,0,2,5,0.3
Michael Burton,RB,CHI,0,0,1,0,0,1,0,0,bye,0,0,0,0,0,0,1,1,4,0.3
Kevin White,WR,CHI,4,-,-,-,-,-,0,-,bye,-,-,-,-,-,-,-,-,4,2.0
Andre Roberts,WR,ATL,0,1,1,0,bye,0,1,0,1,0,0,0,0,0,0,0,0,4,0.3
Quan Bray,WR,IND,1,0,1,0,0,0,2,0,0,-,bye,-,-,-,-,-,0,4,0.4
Jeremy Hill,RB,CIN,1,1,1,1,0,bye,0,0,-,-,-,-,-,-,-,-,-,4,0.6
Cody Core,WR,CIN,2,0,0,0,0,bye,2,-,0,0,0,0,0,0,0,-,-,4,0.3
Terrance West,RB,BAL,1,2,1,0,0,-,-,-,-,bye,-,-,-,-,-,0,-,4,0.7
Jaelen Strong,WR,JAC,-,0,-,-,-,-,-,bye,-,-,0,0,0,0,0,4,-,4,0.6
Randall Telfer,TE,CLE,0,1,1,0,0,0,0,0,bye,0,0,0,0,2,0,0,0,4,0.3
Blake Bell,TE,MIN,0,1,0,1,0,0,0,0,bye,0,0,0,0,2,-,-,-,4,0.3
Corey Grant,RB,JAC,0,0,1,1,1,0,1,bye,0,0,0,0,0,0,0,0,0,4,0.3
Sean McGrath,TE,LAC,-,1,0,0,0,0,0,0,bye,0,1,0,0,0,0,2,0,4,0.3
Brandon Bolden,RB,NE,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,4,4,0.3
Nick Williams,WR,ATL,-,-,-,4,bye,-,0,-,-,-,-,-,-,-,-,-,-,4,2.0
Jay Prosch,RB,HOU,0,0,0,0,0,1,bye,0,1,0,0,0,0,0,1,0,1,4,0.3
Jehu Chesson,WR,KC,0,-,-,-,-,0,0,0,1,bye,0,0,0,0,0,0,3,4,0.3
Josh Ferguson,RB,IND,0,0,0,0,0,0,0,0,0,0,bye,0,3,0,1,0,0,4,0.3
Chris Manhertz,TE,CAR,0,0,0,0,0,0,2,0,0,0,bye,0,1,1,0,0,0,4,0.3
Darius Powe,WR,NYG,0,0,0,0,0,0,0,bye,0,0,0,0,0,4,-,-,-,4,0.3
Darrius Heyward-Bey,WR,PIT,0,0,0,0,0,0,1,1,bye,0,0,0,0,0,1,0,0,3,0.2
Derek Watt,RB,LAC,0,0,0,0,0,0,0,0,bye,2,0,0,0,0,0,1,0,3,0.2
MarQueis Gray,TE,MIA,bye,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,0.2
Roosevelt Nix,RB,PIT,0,0,0,0,0,0,0,0,bye,0,0,0,1,1,0,0,1,3,0.2
Cole Hikutini,TE,SF,0,0,0,0,0,0,2,1,-,-,bye,-,-,-,-,-,-,3,0.4
Jeremy Sprinkle,TE,WAS,-,-,0,0,bye,-,0,-,1,0,1,0,0,0,0,1,0,3,0.3
Terron Ward,RB,ATL,0,0,-,-,bye,0,0,0,0,0,1,1,0,0,1,0,0,3,0.2
Lance Dunbar,RB,LAR,-,-,-,-,-,-,0,bye,-,1,0,-,0,-,-,-,2,3,0.6
Jeff Cumberland,TE,LAC,0,0,0,0,0,0,0,0,bye,-,1,0,0,2,0,0,0,3,0.2
Devante Mays,RB,GB,0,-,0,-,0,0,-,bye,0,-,0,0,0,-,0,0,3,3,0.3
Harry Douglas,WR,TEN,-,-,-,-,-,-,0,bye,-,-,-,3,0,-,-,-,-,3,1.0
Fitzgerald Toussaint,RB,PIT,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,3,3,0.2
Shelton Gibson,WR,PHI,-,-,-,-,-,-,0,-,-,bye,-,0,0,0,0,-,3,3,0.5
Marquis Bundy,WR,NYG,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,3,3,0.2
De'Veon Smith,RB,MIA,bye,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,3,3,0.2
Taiwan Jones,RB,BUF,0,0,0,0,0,bye,2,0,0,-,-,-,-,-,-,-,-,2,0.3
Arrelious Benn,WR,JAC,1,0,0,0,0,0,1,bye,0,0,-,-,-,-,-,-,-,2,0.2
Dwayne Washington,RB,DET,0,0,-,-,-,-,bye,1,0,1,-,-,-,-,-,-,-,2,0.4
Ifeanyi Momah,TE,ARI,0,2,0,0,0,0,0,bye,0,0,-,-,-,-,-,-,-,2,0.2
Eric Weems,WR,TEN,0,0,1,0,0,0,1,bye,0,0,0,0,0,0,0,0,0,2,0.1
John Ross,WR,CIN,-,0,-,-,-,bye,0,1,-,1,-,-,-,-,-,-,-,2,0.5
Ryan Hewitt,RB,CIN,0,0,0,1,-,bye,0,-,0,0,0,0,0,1,0,0,0,2,0.1
Bernard Reedy,WR,NE,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0.1
Tre Madden,RB,SEA,0,0,0,0,0,bye,1,1,0,-,-,-,-,-,-,-,-,2,0.3
De'Angelo Henderson,RB,DEN,0,0,0,-,bye,-,0,-,-,-,-,-,-,-,-,1,1,2,0.3
Logan Paulsen,TE,SF,0,0,0,1,0,0,0,0,0,0,bye,0,0,0,1,0,0,2,0.1
C.J. Spiller,RB,KC,0,0,0,0,0,0,2,0,0,bye,0,0,0,0,0,0,0,2,0.1
Geoff Swaim,TE,DAL,0,0,0,0,0,bye,1,1,0,-,0,0,0,0,0,0,0,2,0.1
Tion Green,RB,DET,-,-,-,-,-,-,bye,-,-,-,-,-,0,0,0,0,2,2,0.4
Antony Auclair,TE,TB,bye,-,-,-,0,-,-,-,-,-,0,0,1,0,1,0,0,2,0.3
Brian Hill,RB,CIN,-,-,0,0,0,bye,0,0,0,0,0,-,0,1,0,1,0,2,0.2
Orson Charles,TE,KC,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,1,0,2,0.1
Emanuel Byrd,TE,GB,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,2,2,0.1
Marcus Murphy,RB,BUF,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,2,2,0.1
James Conner,RB,PIT,0,0,0,0,1,0,0,0,bye,0,0,0,0,0,0,-,-,1,0.1
Kalif Raymond,WR,NYG,0,0,0,0,0,0,0,bye,0,0,1,0,0,0,0,-,0,1,0.1
Allen Robinson,WR,JAC,1,-,-,-,-,-,0,bye,-,-,-,-,-,-,-,-,-,1,0.5
Mike Gillislee,RB,NE,0,0,0,0,0,0,0,0,bye,-,-,-,-,-,-,1,-,1,0.1
Matt Hazel,WR,IND,1,0,0,0,0,0,0,0,0,0,bye,0,0,0,-,-,-,1,0.1
Vince Mayle,WR,BAL,0,0,0,0,0,1,0,0,0,bye,0,0,0,0,0,0,0,1,0.1
Charone Peake,WR,NYJ,0,1,0,-,-,-,0,-,-,-,bye,-,-,-,-,-,-,1,0.3
Jalston Fowler,RB,TEN,0,0,0,0,1,0,0,bye,0,0,0,-,-,0,0,0,0,1,0.1
David Fluellen,RB,TEN,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,1,0,1,0.1
Mack Brown,RB,MIN,-,-,0,-,0,1,0,0,bye,-,-,-,-,0,-,-,-,1,0.2
Jordan Leslie,WR,CLE,0,0,1,0,-,0,0,0,bye,0,0,0,0,0,0,0,0,1,0.1
Zach Zenner,RB,DET,-,-,0,0,0,1,bye,-,-,-,0,0,0,0,-,-,-,1,0.1
Senorise Perry,RB,MIA,bye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1
Max McCaffrey,WR,JAC,0,0,0,0,1,0,0,bye,0,0,0,0,0,0,-,-,-,1,0.1
Cethan Carter,TE,CIN,0,0,0,0,1,bye,0,0,0,0,0,0,0,0,0,0,0,1,0.1
Matt LaCosse,TE,NYG,-,-,-,-,-,1,0,bye,0,0,0,0,0,0,-,0,0,1,0.1
Ed Eagan,WR,NYG,0,0,0,0,0,0,0,bye,1,0,0,0,0,0,0,0,0,1,0.1
Stacy Coley,WR,MIN,0,0,-,-,-,1,0,0,bye,0,-,-,-,-,-,-,-,1,0.2
Cameron Artis-Payne,RB,CAR,-,-,-,-,0,0,0,1,0,0,bye,0,0,0,0,0,0,1,0.1
Joe Kerridge,RB,GB,0,0,0,0,0,0,0,bye,0,0,1,0,0,0,0,0,0,1,0.1
Larry Pinkard,WR,JAC,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,-,-,-,1,0.1
Isaac Whitney,WR,OAK,0,0,0,0,0,0,0,0,0,bye,0,0,1,-,0,-,-,1,0.1
Bobo Wilson,WR,TB,bye,0,0,0,0,0,0,0,0,0,0,0,0,-,-,1,0,1,0.1
Garrett Griffin,TE,NO,0,0,0,0,bye,0,0,0,0,0,0,0,0,-,0,-,1,1,0.1
Gabe Holmes,TE,ARI,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,1,0,-,1,0.1
Ryan Malleck,TE,HOU,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,1,0,1,0.1
K.J. Brent,WR,IND,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,1,1,0.1
Marquez Williams,RB,CLE,-,-,-,-,0,0,0,0,bye,0,0,0,0,0,0,0,1,1,0.1
Eric Saubert,TE,ATL,0,0,0,0,bye,0,0,0,0,0,0,0,0,-,0,-,0,0,0.0
Dwayne Harris,WR,NYG,0,0,0,0,0,-,0,bye,-,-,-,-,-,-,-,-,-,0,0.0
John Kuhn,RB,NO,0,0,0,-,bye,-,0,-,-,-,-,-,-,-,-,-,-,0,0.0
Trey Edmunds,RB,NO,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Justin Davis,RB,LAR,0,-,0,-,-,-,-,bye,-,-,-,0,-,-,-,-,0,0,0.0
Raheem Mostert,RB,SF,0,0,0,0,0,0,0,0,0,0,bye,0,-,-,-,-,-,0,0.0
Terrell Watson,RB,PIT,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0.0
Beau Brinkley,TE,TEN,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0.0
Victor Bolden Jr.,WR,SF,-,0,0,0,0,0,0,-,0,0,bye,0,0,0,-,-,-,0,0.0
Kyle Nelson,TE,SF,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0.0
Matt Jones,RB,IND,0,0,0,0,-,-,-,0,-,-,bye,-,0,-,-,0,0,0,0.0
Jordan Todman,RB,HOU,0,0,0,0,0,-,bye,0,0,0,0,0,0,0,0,0,-,0,0.0
Justin Hardee,WR,NO,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Alex Armah,RB,CAR,0,0,0,0,0,0,0,-,0,0,bye,-,0,-,-,-,0,0,0.0
Krishawn Hogan,WR,IND,0,0,0,0,0,-,0,-,-,-,bye,-,-,-,-,-,-,0,0.0
Henry Krieger Coble,TE,IND,0,0,0,0,0,-,-,0,0,0,bye,0,0,0,0,0,0,0,0.0
Matt Slater,WR,NE,-,-,-,-,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0.0
Jace Billingsley,WR,DET,0,0,0,0,0,0,bye,0,0,0,-,0,0,0,0,0,-,0,0.0
Ben Braunecker,TE,CHI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0.0
Brandon Banks,WR,WAS,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Daniel Lasco,RB,NO,0,0,0,0,bye,0,0,-,0,0,-,-,-,-,-,-,-,0,0.0
Darren McFadden,RB,DAL,-,-,-,-,-,bye,0,-,-,0,-,-,0,0,0,0,0,0,0.0
Andre Williams,RB,LAC,0,0,0,0,0,0,0,-,bye,0,0,0,0,0,-,-,-,0,0.0
Shane Smith,RB,NYG,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0.0
Brandon Wilson,RB,CIN,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Jason Vander Laan,TE,IND,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,-,-,0,0.0
